id,subject,term,reference_gloss,hypothesis_gloss,similarity,glossed,correct
engpidginedu-23983,Computer science,testing,check-am / confirm-am,check-am / confirm-am,100.0,True,True
engpidginedu-02806,Government,closely,near-near / check am well-well,near-near / check am well-well,100.0,True,True
engpidginedu-02806,Government,divided,shared / e no dey as one,,0.0,False,False
engpidginedu-02580,Government,congressional,concern de law-makers / National Assembly mata,,0.0,False,False
engpidginedu-01898,Government,core,de main-main part / de heart of de matter,,0.0,False,False
engpidginedu-01898,Government,highest,de oga kpatakpata / top level,de oga kpatakpata / top level,100.0,True,True
engpidginedu-01898,Government,obscenity,dirty behavior or talk wey go against morals,,0.0,False,False
engpidginedu-07846,Business study,sought,bin find / bin look for,bin find / bin look for,100.0,True,True
engpidginedu-11894,Social studies,forced,by force-by-force / dem use pawa do am,,0.0,False,False
engpidginedu-11894,Social studies,prostitution,for pay sexual intercourse for pay pay pay,,0.0,False,False
engpidginedu-00638,Government,substantive,mata wey get weight / real issue for law,mata wey get weight / real issue for law,100.0,True,True
engpidginedu-25514,Biology,center,di midu of somtin,di midu of somtin,100.0,True,True
engpidginedu-17674,Computer science,fast,fast-fast / sharp-sharp,,0.0,False,False
engpidginedu-12252,Social studies,internal,for inside,,0.0,False,False
engpidginedu-26081,Biology,lost,something wey miss / person wey no find im way,something wey miss / person wey no find im way,100.0,True,True
engpidginedu-26081,Biology,altogether,di formal terms wey dey informal for nakedness,,0.0,False,False
engpidginedu-26081,Biology,homeostasis,when a system maintain a state of balance and stability,,0.0,False,False
engpidginedu-09779,Business study,applies,dey work,dey work,100.0,True,True
engpidginedu-09779,Business study,employers,ogas wey dey give work,ogas wey dey give work,100.0,True,True
engpidginedu-03486,Government,channels,ways to pass info / media stations,di statement wey represent something for words wey represent something for words,15.84,True,False
engpidginedu-03486,Government,communication,di activity of communicating,di activity of communicating,100.0,True,True
engpidginedu-03486,Government,restraints,things wey dey hold person back,things wey dey hold person back,100.0,True,True
engpidginedu-05854,Business study,directed,something wey dem guide or control / aimed at,,0.0,False,False
engpidginedu-05854,Business study,arguing,to drag mata / talk back and forth,to drag mata / try to prove point,41.28,True,False
engpidginedu-05854,Business study,favor,to help person / partial follow-up,to help person / partial follow-up,100.0,True,True
engpidginedu-24967,Biology,active,person or tin wey dey move / e dey function,person or tin wey dey move / e dey function,100.0,True,True
engpidginedu-24967,Biology,dire,na urgent or serious situation wey court suppose act fast on am,,0.0,False,False
engpidginedu-24967,Biology,fewer,small pass,,0.0,False,False
engpidginedu-16403,Computer science,predictors,wetin fit predict,wetin fit predict,100.0,True,True
engpidginedu-16403,Computer science,outcomes,di results wey e give,di results wey e give,100.0,True,True
engpidginedu-08630,Business study,began,bin start / how e take take off,,0.0,False,False
engpidginedu-08630,Business study,acquired,bin get / collect / buy,,0.0,False,False
engpidginedu-08630,Business study,secondary,level wey follow / not as important as de main one,level wey follow / not as important as de main one,100.0,True,True
engpidginedu-23582,Computer science,choices,different-different options,,0.0,False,False
engpidginedu-23582,Computer science,simplicity,di quality of being simple or uncompounded,di highest wey somtin fit contain or do,14.29,True,False
engpidginedu-23582,Computer science,variations,di rate or magnitude of change,,0.0,False,False
engpidginedu-23661,Computer science,coefficients,numbers wey you use multiply variables in a formula,,0.0,False,False
engpidginedu-05182,Business study,selected,picked / de one wey dem choose,,0.0,False,False
engpidginedu-05182,Business study,safe,no wahala / secure / place to keep money,no wahala / secure / place to keep money,100.0,True,True
engpidginedu-09617,Business study,shareholders,people wey get part for company business,people wey join body do business / paddy,41.32,True,False
engpidginedu-09617,Business study,behalf,to stand for anoda person,to stand for anoda person,100.0,True,True
engpidginedu-03655,Government,greater,E big pass / more-more,big pass / more-more,94.71,True,True
engpidginedu-21003,Computer science,thinking,to reason / deep thought,to reason / deep thought,100.0,True,True
engpidginedu-25185,Biology,final,de very last / conclusion,,0.0,False,False
engpidginedu-25185,Biology,clean,neat / no stain,,0.0,False,False
engpidginedu-08743,Business study,owned,wetin person get for hand / property,,0.0,False,False
engpidginedu-08743,Business study,domain,area / website address,area / website address,100.0,True,True
engpidginedu-24604,Computer science,beliefs,wetin you believe,wetin you believe,100.0,True,True
engpidginedu-24604,Computer science,hypotheses,di proposal wey dey suppose explain certain facts or observations,di proposal wey dey suppose explain certain facts or observations,100.0,True,True
engpidginedu-22338,Computer science,referred,bin talk about / bin point to,bin talk about / bin point to,100.0,True,True
engpidginedu-03753,Government,omitted,bin forget or comot am / e no dey inside,,0.0,False,False
engpidginedu-23616,Computer science,complication,di act or process of complicating di act or process of complicating,,0.0,False,False
engpidginedu-00376,Government,immediate,now-now / sharp-sharp,now-now / sharp-sharp,100.0,True,True
engpidginedu-00376,Government,none,nothing / nobody / zero,,0.0,False,False
engpidginedu-00376,Government,accurately,for few mistakes wit few mistakes wit few mistakes wit few mistake,,0.0,False,False
engpidginedu-18128,Computer science,contexts,how de levels be / situation,how de levels be / situation,100.0,True,True
engpidginedu-08238,Business study,interests,all de tins wey person eyes dey look / benefits,all de tins wey person eyes dey look / benefits,100.0,True,True
engpidginedu-12608,Social studies,center,di midu of somtin,di midu of somtin,100.0,True,True
engpidginedu-12608,Social studies,torture,CVT,,0.0,False,False
engpidginedu-02081,Government,constitute,to be,to be,100.0,True,True
engpidginedu-19543,Computer science,containing,wey get,wey get,100.0,True,True
engpidginedu-19543,Computer science,split,divide / tear,divide / tear,100.0,True,True
engpidginedu-13833,Computer science,devices,machines wey dey save,"ting wey dey help us do somethin, like machine or equipment",37.95,True,False
engpidginedu-13833,Computer science,processing,di prescribed procedure dey preparing or putting through a prescribed procedure,di prescribed procedure dey preparing or putting through a prescribed procedure,100.0,True,True
engpidginedu-13833,Computer science,unit,one single piece / section,one single piece / section,100.0,True,True
engpidginedu-22298,Computer science,straightforward,di ambiguity dey free from ambiguity,di ambiguity dey free from ambiguity,100.0,True,True
engpidginedu-25954,Biology,active,person or tin wey dey move / e dey function,person or tin wey dey move / e dey function,100.0,True,True
engpidginedu-25954,Biology,compartments,di space wey dey subdivide a space into which area dey subdivide,,0.0,False,False
engpidginedu-20560,Computer science,involves,E carry am follow / e concern,dey processing a photosensitive material for order make image visible,12.12,True,False
engpidginedu-20560,Computer science,repeatedly,every time / again and again,every time / again and again,100.0,True,True
engpidginedu-05008,Business study,denied,bin reject / talk say no be so,bin reject / talk say no be so,100.0,True,True
engpidginedu-01543,Government,absolute,"everitin de complete, no comma","everitin de complete, no comma",100.0,True,True
engpidginedu-24765,Biology,molecules,"the smallest unit of a substance, wey get atoms joined together","the smallest unit of a substance, wey get atoms joined together",100.0,True,True
engpidginedu-16171,Computer science,weird,strange,,0.0,False,False
engpidginedu-16171,Computer science,meaningless,na no meaning or direction or purpose or purpose or purpose,di meaning or purpose dey having a meaning or purpose,45.28,True,False
engpidginedu-16696,Computer science,fast,fast-fast / sharp-sharp,fast-fast / sharp-sharp,100.0,True,True
engpidginedu-04532,Business study,advance,to go front for somtin,to measure something,14.22,True,False
engpidginedu-07186,Business study,likewise,de same way / follow suit,,0.0,False,False
engpidginedu-07186,Business study,defect,fault / damage,system wey dey produce one particular result,10.91,True,False
engpidginedu-07186,Business study,bound,something wey must happen / person wey law tie down,something wey get wahala / e fit cause damage,33.1,True,False
engpidginedu-11861,Social studies,attend,to go meeting / follow join,,0.0,False,False
engpidginedu-13087,Social studies,educational,di process of education dey relating to di process of education,,0.0,False,False
engpidginedu-13087,Social studies,reunification,when family members wey been separated finally come back together,"menjivar,2012",3.19,True,False
engpidginedu-08609,Business study,objective,to stand for truth / no be because of person face,mata wey get weight / real issue for law,10.7,True,False
